schema_version	disagreement_direction	tail_rank	candidate_id	sequence_sha256	parent_framework_cluster	target_patch_id	design_mode	sequence_prediction	structure_prediction	sequence_rank	structure_rank	rank_delta_sequence_minus_structure	claim_boundary
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	1	V4H__PLDNANO_VHH_00257__A_CENTER__H1H3__B00__M00	95458f11e7eff723554992da3353f88f689147e74caf2866965f31e8a8e8b277	C0176	A_CENTER	H1H3	0.537013533312	0.582406464034	997	131	866	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	2	V4H__PLDNANO_VHH_00257__B_LOWER__H3__B11__M02	cbd298c13b8ad9c6c7322b3a4b36797a3c69b63a648d219be75524689e8fd7a0	C0176	B_LOWER	H3	0.539346244404	0.585085433185	965	121	844	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	3	V4H__PLDNANO_VHH_00257__A_CENTER__H3__B05__M02	d36e50cefb2838e503cfcd9e8d32ce4d5bffc7fb10222428b43c040275e2b483	C0176	A_CENTER	H3	0.537422355628	0.57956825568	991	155	836	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	4	V4H__PLDNANO_VHH_00257__B_LOWER__H3__B11__M01	af9edfdd193fe9f1cbd9c7db9b977e672f140247d999900e3dba75cab8b845f7	C0176	B_LOWER	H3	0.539613151635	0.583340160064	961	126	835	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	5	V4H__PLDNANO_VHH_00257__A_CENTER__H3__B07__M00	d9c7e631ad3f1a6f1a3c06488dfa51e808e71f29fa3bdd93d04a7dc198279f37	C0176	A_CENTER	H3	0.541050642595	0.582017691343	935	135	800	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	6	V4H__PLDNANO_VHH_00257__B_LOWER__H1H3__B00__M01	8bf862ff16cfbf197086348d7cb3f3819a8bf917cdac10cd28e6c9a629a2b4ef	C0176	B_LOWER	H1H3	0.540114494265	0.579860443132	951	152	799	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	7	V4H__PLDNANO_VHH_00257__C_CROSS__H1H3__B04__M02	7ebe0232a232ba106ab0fcab493f8e106acf74e94a38df552bb40db2d62e935e	C0176	C_CROSS	H1H3	0.535914690877	0.57630567984	1014	229	785	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	8	V4H__PLDNANO_VHH_00257__C_CROSS__H3__B07__M00	ae0459a43cd5231852e274ca2c5931e3574e446bd7e9aec5af720a3317e7b6d2	C0176	C_CROSS	H3	0.542189251189	0.581741968774	915	137	778	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	9	V4H__PLDNANO_VHH_00257__B_LOWER__H1H3__B00__M02	a421af5ad5fddf5c212ac273989e6b4f8a329202d07a7ef95ddd3640873124d2	C0176	B_LOWER	H1H3	0.541664693747	0.580144163605	923	149	774	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	10	V4H__PLDNANO_VHH_00257__A_CENTER__H1H3__B05__M01	2c674e742c4c4cc73e8311fb64ede3ac1d8f40b5fa72328868bff6a58bc40955	C0176	A_CENTER	H1H3	0.542314116196	0.581301891833	913	142	771	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	11	V4H__PLDNANO_VHH_00257__B_LOWER__H3__B11__M00	679f336bd1da7a45d95458e073b77f7e9b323997bf78a7e1185e111e9e8c73a4	C0176	B_LOWER	H3	0.536126821159	0.575195670583	1009	250	759	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	12	V4H__PLDNANO_VHH_00508__C_CROSS__H1H3__B11__M01	38561be98f0d46b64d71016b17d324c6590751bfce43af53e07a621b6778d5eb	C0348	C_CROSS	H1H3	0.539580316408	0.576593901214	962	218	744	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	13	V4H__PLDNANO_VHH_00257__C_CROSS__H3__B02__M01	0db37009c648e8db29f8a27eeefe8ade9cce05463ac1ca99ee069f3134ba6a51	C0176	C_CROSS	H3	0.536499026245	0.574382159963	1004	263	741	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	14	V4H__PLDNANO_VHH_00257__A_CENTER__H1H3__B00__M02	4ba149e2b42fe2312515c0749e2f63dae0898e42b7494eb2806e65d77dc5a4cd	C0176	A_CENTER	H1H3	0.536044038385	0.573719977546	1011	276	735	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	15	V4H__PLDNANO_VHH_00257__A_CENTER__H1H3__B05__M00	5eb9eabbf4db3ed698b7837dd35a5cd2c958d974248aab3076e90cc9e1ec2c1a	C0176	A_CENTER	H1H3	0.540406625582	0.576634093186	946	216	730	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	16	V4H__PLDNANO_VHH_00257__A_CENTER__H3__B05__M00	e6f4783b6d100c00182db59b5087dba3836536839bafcf284a58bd3ec13c1f50	C0176	A_CENTER	H3	0.540360643392	0.576418039509	948	223	725	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	17	V4H__PLDNANO_VHH_00257__B_LOWER__H1H3__B02__M01	dfc411056b5f95dbd435d48f96880be08062c529ce86bf491c37d8cf188c7e72	C0176	B_LOWER	H1H3	0.53381229422	0.571736650267	1036	334	702	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	18	V4H__PLDNANO_VHH_00257__B_LOWER__H3__B07__M02	d60502883dbb527284b6795c53d69fe0121796dcbc361418689d088d36d67281	C0176	B_LOWER	H3	0.544692673453	0.578759626017	866	167	699	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	19	V4H__PLDNANO_VHH_00257__C_CROSS__H3__B08__M01	631d3908cf19f3f7f7629e73ef574c3d41934f28612e61203d207d04981ab239	C0176	C_CROSS	H3	0.539278796994	0.573810265504	967	275	692	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	20	V4H__PLDNANO_VHH_00257__B_LOWER__H1H3__B02__M00	84447aa97b87641188720d5e864210e0b0b8455909291516eebb3875f3ca2931	C0176	B_LOWER	H1H3	0.540336954403	0.574836886561	949	258	691	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	21	V4H__PLDNANO_VHH_00257__B_LOWER__H1H3__B08__M01	92b7d16a920522bd3fa28339cd1af45571be5480ebd69bece0d958ac5bc9298b	C0176	B_LOWER	H1H3	0.53849376014	0.572965586796	978	298	680	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	22	V4H__PLDNANO_VHH_00257__C_CROSS__H1H3__B11__M00	5cc870307e00630ed5b0df2eae25a1b2cd7bf53e707406d89f1fd3f2b6eda866	C0176	C_CROSS	H1H3	0.545471680729	0.578388636887	856	177	679	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	23	V4H__PLDNANO_VHH_00257__B_LOWER__H3__B07__M01	77ee928d774f3533748203656cd3f9ce238d16ceb84b397988ec1922eafcb1b4	C0176	B_LOWER	H3	0.546783872104	0.580413271941	823	145	678	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	24	V4H__PLDNANO_VHH_00257__B_LOWER__H1H3__B04__M02	58a4b503291ab2ec18425cb4af6d7826898dd55df07ebb861bff99ab9f6217c7	C0176	B_LOWER	H1H3	0.542537885433	0.57617935667	909	234	675	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	25	V4H__PLDNANO_VHH_00257__C_CROSS__H1H3__B07__M02	7831a8d77c92870a1e6c6f04b79bf248257aaa4e18cb0504cc32f39dfbe3319d	C0176	C_CROSS	H1H3	0.53375499293	0.57053124845	1040	374	666	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	26	V4H__PLDNANO_VHH_00257__C_CROSS__H1H3__B09__M00	b7c8add20903245bb651687e319cfde8473cf1413326cf1a2c1a174b960b9e48	C0176	C_CROSS	H1H3	0.539693767855	0.573054362333	958	296	662	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	27	V4H__PLDNANO_VHH_00257__C_CROSS__H1H3__B03__M01	0285ba4177c11ccef635a63a2d034d168a5cd70bfa51ca648aac9ff181107e6d	C0176	C_CROSS	H1H3	0.545922875505	0.577918804625	846	189	657	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	28	V4H__PLDNANO_VHH_00257__B_LOWER__H3__B00__M00	80c9cd1d2ce34ecd864c1d9318c7a2e84ccb37778b24575274797f4dbe669bc4	C0176	B_LOWER	H3	0.540593770458	0.5732655579	944	292	652	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	29	V4H__PLDNANO_VHH_00257__A_CENTER__H1H3__B05__M02	2341e220da2f563f53dcba5f0d4383e4dff925846b2c74af84f6e671b3dcf7ee	C0176	A_CENTER	H1H3	0.547978160969	0.579633129096	801	154	647	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	30	V4H__PLDNANO_VHH_00508__C_CROSS__H3__B11__M00	3216ffd60ef050c4485eda4aed5c0bdba19aea2a137e292e34ebd32508225ef6	C0348	C_CROSS	H3	0.547557674665	0.579062912447	811	164	647	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	31	V4H__PLDNANO_VHH_00508__A_CENTER__H1H3__B03__M01	bc95ca5654ed970e792b63de10ac8461ce79eb88af326bcf49f91eaaf1c220e5	C0348	A_CENTER	H1H3	0.548879623473	0.581495666027	782	141	641	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	32	V4H__PLDNANO_VHH_00257__C_CROSS__H1H3__B05__M02	c9bab6f926d8a26fadfa09e05de5d3091170c88337f1fd431da6e9125085e4e4	C0176	C_CROSS	H1H3	0.54695574758	0.578056769995	820	185	635	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	33	V4H__PLDNANO_VHH_00257__C_CROSS__H1H3__B06__M01	c397c55ec88fbb60da2f40ab589ce4f6c5079dea429c05222ea21295318a77bf	C0176	C_CROSS	H1H3	0.54239420981	0.573559046225	911	280	631	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	34	V4H__PLDNANO_VHH_00257__C_CROSS__H1H3__B01__M00	852eeefec09c9c85a2302205a98e6da9cb1c5e56c2065f4cc8e805aa63fdd4e4	C0176	C_CROSS	H1H3	0.543077667438	0.574000063378	899	270	629	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	35	V4H__PLDNANO_VHH_00257__A_CENTER__H1H3__B04__M00	535c4e9af70836da7f15fdda4572f5e0e3b38659a5b02cd665dcbda731c63ecc	C0176	A_CENTER	H1H3	0.547397642442	0.577965443813	813	186	627	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	36	V4H__PLDNANO_VHH_00257__C_CROSS__H3__B05__M01	c1898be0a4510d0a7ec3843f95ad1e0c55a0befb40b55f48d03b404365afff26	C0176	C_CROSS	H3	0.544256215412	0.575510238381	873	246	627	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	37	V4H__PLDNANO_VHH_00257__A_CENTER__H1H3__B09__M01	b58915eff903bc0af6890cb77a4435d78960afdd20f5c56ed087c41944dbce77	C0176	A_CENTER	H1H3	0.546238129976	0.576788892811	836	213	623	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	38	V4H__PLDNANO_VHH_00508__A_CENTER__H3__B05__M02	c35ee49cfdc9703340d2388d6c9e6d8413f8f273e96dddb5bd427ef258abcb85	C0348	A_CENTER	H3	0.55061222416	0.583759362894	742	123	619	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	39	V4H__PLDNANO_VHH_00257__B_LOWER__H1H3__B01__M02	939baded6a520619ad2d31fb41eacf54a227580ab7d28db5076205d5e0696332	C0176	B_LOWER	H1H3	0.542882287963	0.573405814559	905	287	618	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	40	V4H__PLDNANO_VHH_00257__B_LOWER__H1H3__B11__M01	8b7593fa3dbf3a8a58957390446ba06e45902b9b79ffe8cd4c3e1bbeefbccc61	C0176	B_LOWER	H1H3	0.539726340576	0.571227533548	957	350	607	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	41	V4H__PLDNANO_VHH_00257__C_CROSS__H1H3__B05__M01	03cdb1a05d127d979ae752da1db9574be085059edee78616c38473bfb0ce8da6	C0176	C_CROSS	H1H3	0.54828760708	0.577909897417	796	190	606	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	42	V4H__PLDNANO_VHH_00257__C_CROSS__H1H3__B09__M01	a3f2bef44d7427cdb7985b4845fd9b0fcea6187d1bc3415a61ce9de0465f6c97	C0176	C_CROSS	H1H3	0.549060042577	0.578929983714	772	166	606	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	43	V4H__PLDNANO_VHH_00508__C_CROSS__H1H3__B03__M02	1e19f54e0de22e71a9022109b743698d8d06256f034c5e8a16d2ba9d85bf020a	C0348	C_CROSS	H1H3	0.547602434407	0.577211670691	808	204	604	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	44	V4H__PLDNANO_VHH_00257__B_LOWER__H1H3__B10__M01	8dc6a09498e10903fd88ee22cb3d9ccca8f4b76461e40a85b7f28c22570c0aac	C0176	B_LOWER	H1H3	0.551335917721	0.582235289858	726	133	593	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	45	V4H__PLDNANO_VHH_00257__A_CENTER__H1H3__B11__M01	5940c9a408417986833e8ac4362eddcdd896d2c1f60d731308c1c62c170af455	C0176	A_CENTER	H1H3	0.547359207062	0.576468811965	814	222	592	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	46	V4H__PLDNANO_VHH_00257__B_LOWER__H3__B03__M01	3a26102e0adc75ec36a3ccebbdc6540e753cbe87fd7aa940fbd3fa2d91f86511	C0176	B_LOWER	H3	0.542072673049	0.571929324615	917	329	588	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	47	V4H__PLDNANO_VHH_00508__C_CROSS__H1H3__B11__M00	787e62bbcaf738f555b97dbbbbeb3cee4da272640593f5d24505944f2f82a31b	C0348	C_CROSS	H1H3	0.542916874257	0.572322036642	904	316	588	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	48	V4H__PLDNANO_VHH_00257__C_CROSS__H3__B06__M02	df45427c3542b7e4ea8230dd38f5b203cfba493ae383a8f5b4c8a058948996e9	C0176	C_CROSS	H3	0.541844207932	0.571722804826	921	335	586	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED	49	V4H__PLDNANO_VHH_00257__A_CENTER__H1H3__B07__M02	10a7da588a4d48983ff83c4f62d0c954a929e69c50f54928b52a4dd37c18bd68	C0176	A_CENTER	H1H3	0.537316958606	0.569228292447	992	410	582	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
